mb_code	post_code	ssc_name	state_code
10119003000	"2758"	"Berambing"	NSW
10119100000	"2786"	"Mount Irvine"	NSW
10356910000	"2756"	"Mellong"	NSW
10354630000	"2756"	"Womerah"	NSW
10355690000	"2775"	"Webbs Creek"	NSW
10351280000	"2756"	"Colo Heights"	NSW
10350800000	"2775"	"Lower Macdonald"	NSW
10351100000	"2756"	"Cumberland Reach"	NSW
10351560000	"2756"	"Central Colo"	NSW
10357350000	"2758"	"Mountain Lagoon"	NSW
11004220000	"2756"	"Upper Colo"	NSW
10357660000	"2756"	"Colo"	NSW
10356030000	"2758"	"Wheeny Creek"	NSW
10353550000	"2775"	"Upper Macdonald"	NSW
10351230000	"2775"	"Central Macdonald"	NSW
11003920000	"2775"	"Higher Macdonald"	NSW
10353790000	"2775"	"St Albans"	NSW
10357260000	"2775"	"Wrights Creek"	NSW
10351180000	"2775"	"Mogo Creek"	NSW
10351010000	"2775"	"Perrys Crossing"	NSW
10354800000	"2775"	"Fernances"	NSW
10352260000	"2753"	"Bowen Mountain"	NSW
10355370000	"2753"	"Grose Vale"	NSW
10354250000	"2753"	"Grose Wold"	NSW
10354060000	"2758"	"Kurrajong"	NSW
10353400000	"2758"	"Kurrajong Hills"	NSW
10354900000	"2758"	"Kurrajong Heights"	NSW
10351530000	"2757"	"Kurmond"	NSW
10355350000	"2754"	"The Slopes"	NSW
10354150000	"2758"	"East Kurrajong"	NSW
10354620000	"2756"	"Wilberforce"	NSW
10352690000	"2756"	"Freemans Reach"	NSW
10351020000	"2756"	"Sackville"	NSW
10357100000	"2756"	"Ebenezer"	NSW
10355450000	"2756"	"Glossodia"	NSW
10350590000	"2758"	"Blaxlands Ridge"	NSW
10356820000	"2754"	"Tennyson"	NSW
11205188100	"2765"	"Vineyard"	NSW
10354351000	"2756"	"Mulgrave"	NSW
10351942000	"2765"	"Mulgrave"	NSW
10351600000	"2756"	"McGraths Hill"	NSW
11205118600	"2765"	"Maraylya"	NSW
10356890000	"2765"	"Oakville"	NSW
11205596400	"2756"	"Pitt Town"	NSW
10350640000	"2756"	"Pitt Town Bottoms"	NSW
10351710000	"2756"	"Scheyville"	NSW
11204878500	"2155"	"Rouse Hill"	NSW
10067064000	"2155"	"Beaumont Hills"	NSW
10063730000	"2765"	"Nelson"	NSW
10063670000	"2765"	"Box Hill"	NSW
10100010000	"2148"	"Blacktown"	NSW
11204240000	"2148"	"Kings Park"	NSW
10987790000	"2763"	"Acacia Gardens"	NSW
10090950000	"2763"	"Quakers Hill"	NSW
10086410000	"2148"	"Marayong"	NSW
11205149900	"2767"	"Woodcroft"	NSW
10112381000	"2767"	"Bungarribee"	NSW
10097210000	"2767"	"Doonside"	NSW
10096720000	"2147"	"Seven Hills"	NSW
10097732000	"2147"	"Lalor Park"	NSW
10093400000	"2147"	"Kings Langley"	NSW
11204575300	"2146"	"Toongabbie"	NSW
10104550000	"2148"	"Prospect"	NSW
10104321000	"2148"	"Arndell Park"	NSW
10091800000	"2768"	"Glenwood"	NSW
11204992100	"2768"	"Parklea"	NSW
10093824000	"2768"	"Stanhope Gardens"	NSW
11205209400	"2155"	"Kellyville Ridge"	NSW
11205384800	"2769"	"The Ponds"	NSW
10086962000	"2765"	"Riverstone"	NSW
10089240000	"2762"	"Schofields"	NSW
10085770000	"2747"	"Shanes Park"	NSW
10085790000	"2765"	"Marsden Park"	NSW
11205183200	"2761"	"Colebee"	NSW
10109120000	"2770"	"Bidwill"	NSW
10109470000	"2770"	"Hebersham"	NSW
10109320000	"2770"	"Dharruk"	NSW
11205463200	"2770"	"Blackett"	NSW
10108360000	"2770"	"Emerton"	NSW
10113300000	"2761"	"Glendenning"	NSW
10089130000	"2761"	"Dean Park"	NSW
11205587800	"2761"	"Plumpton"	NSW
10110820000	"2761"	"Oakhurst"	NSW
10110220000	"2761"	"Hassall Grove"	NSW
10107780000	"2770"	"Shalvey"	NSW
10107592000	"2770"	"Willmot"	NSW
10113500000	"2770"	"Tregear"	NSW
10107990000	"2770"	"Lethbridge Park"	NSW
11205773400	"2760"	"Ropes Crossing"	NSW
11205034300	"2747"	"Ropes Crossing"	NSW
10109840000	"2770"	"Mount Druitt"	NSW
10108510000	"2770"	"Whalan"	NSW
10095130000	"2148"	"Huntingwood"	NSW
10112610000	"2766"	"Eastern Creek"	NSW
10112660000	"2770"	"Minchinbury"	NSW
10111760000	"2766"	"Rooty Hill"	NSW
10925840000	"2019"	"Banksmeadow"	NSW
11205196400	"2019"	"Botany"	NSW
10134782000	"2020"	"Mascot"	NSW
10132980000	"2018"	"Eastlakes"	NSW
11204996500	"2018"	"Rosebery"	NSW
10133430000	"2035"	"Pagewood"	NSW
10133120000	"2032"	"Daceyville"	NSW
10133720000	"2036"	"Hillsdale"	NSW
10134890000	"2036"	"Eastgardens"	NSW
10647711000	"2036"	"Port Botany"	NSW
10648450000	"2036"	"Matraville"	NSW
10511160000	"2204"	"Marrickville"	NSW
10509670000	"2049"	"Petersham"	NSW
10513250000	"2204"	"Dulwich Hill"	NSW
10514270000	"2203"	"Dulwich Hill"	NSW
11205018000	"2042"	"Newtown"	NSW
10509860000	"2049"	"Lewisham"	NSW
10509120000	"2048"	"Stanmore"	NSW
10760242000	"2050"	"Camperdown"	NSW
10508260000	"2042"	"Enmore"	NSW
10511210000	"2042"	"Marrickville"	NSW
10516430000	"2044"	"St Peters"	NSW
10516260000	"2044"	"Sydenham"	NSW
10516080000	"2044"	"Tempe"	NSW
10745230000	"2010"	"Darlinghurst"	NSW
11205586200	"2043"	"Erskineville"	NSW
11205859600	"2015"	"Alexandria"	NSW
10757740000	"2037"	"Glebe"	NSW
10759580000	"2037"	"Forest Lodge"	NSW
10462161000	"2038"	"Annandale"	NSW
10754520000	"2008"	"Darlington"	NSW
10760241000	"2006"	"Camperdown"	NSW
10509260000	"2042"	"Camperdown"	NSW
10743470000	"2011"	"Potts Point"	NSW
10747130000	"2011"	"Elizabeth Bay"	NSW
10742911000	"2000"	"Sydney"	NSW
11204871900	"2011"	"Woolloomooloo"	NSW
10745620000	"2011"	"Rushcutters Bay"	NSW
11204433800	"2009"	"Pyrmont"	NSW
10757700000	"2007"	"Ultimo"	NSW
10751800000	"2016"	"Redfern"	NSW
11205210400	"2015"	"Eveleigh"	NSW
10756840000	"2008"	"Chippendale"	NSW
10751230000	"2010"	"Surry Hills"	NSW
10742432000	"2000"	"Haymarket"	NSW
10742083000	"2000"	"Dawes Point"	NSW
10743912000	"2000"	"Millers Point"	NSW
11204544300	"2000"	"Barangaroo"	NSW
11205859900	"2041"	"Balmain East"	NSW
10742540000	"2000"	"The Rocks"	NSW
11205070800	"2017"	"Waterloo"	NSW
11205792000	"2017"	"Zetland"	NSW
10755020000	"2015"	"Beaconsfield"	NSW
10826550000	"2024"	"Bronte"	NSW
10829400000	"2026"	"Tamarama"	NSW
11205047600	"2026"	"Bronte"	NSW
10832250000	"2026"	"Bondi"	NSW
10833790000	"2026"	"Bondi Beach"	NSW
10830630000	"2026"	"North Bondi"	NSW
10831281000	"2024"	"Waverley"	NSW
10828100000	"2022"	"Bondi Junction"	NSW
10828130000	"2022"	"Queens Park"	NSW
10749830000	"2021"	"Centennial Park"	NSW
10885370000	"2027"	"Darling Point"	NSW
10888350000	"2027"	"Edgecliff"	NSW
10889862000	"2028"	"Double Bay"	NSW
10891890000	"2023"	"Bellevue Hill"	NSW
10885900000	"2029"	"Rose Bay"	NSW
10744751000	"2021"	"Paddington"	NSW
10892220000	"2027"	"Point Piper"	NSW
10891520000	"2030"	"Vaucluse"	NSW
10831012000	"2030"	"Dover Heights"	NSW
10749640000	"2021"	"Moore Park"	NSW
10888980000	"2030"	"Rose Bay"	NSW
10889430000	"2030"	"Watsons Bay"	NSW
10886930000	"2025"	"Woollahra"	NSW
10647450000	"2031"	"Clovelly"	NSW
10646310000	"2034"	"South Coogee"	NSW
10650930000	"2034"	"Coogee"	NSW
10648630000	"2036"	"La Perouse"	NSW
11204617100	"2036"	"Little Bay"	NSW
11204599400	"2036"	"Malabar"	NSW
10650210000	"2036"	"Chifley"	NSW
10643280000	"2036"	"Phillip Bay"	NSW
10649270000	"2033"	"Kensington"	NSW
10647510000	"2052"	"Kensington"	NSW
10650090000	"2032"	"Kingsford"	NSW
10644170000	"2035"	"Maroubra"	NSW
10647120000	"2031"	"Randwick"	NSW
11205015400	"2198"	"Georges Hall"	NSW
10041512000	"2197"	"Bass Hill"	NSW
10036130000	"2199"	"Yagoona"	NSW
10919790000	"2200"	"Bankstown Aerodrome"	NSW
10269470000	"2163"	"Villawood"	NSW
10038860000	"2163"	"Lansdowne"	NSW
10717103000	"2190"	"Greenacre"	NSW
10032942000	"2190"	"Chullora"	NSW
10038230000	"2143"	"Potts Hill"	NSW
10045560000	"2214"	"Milperra"	NSW
10046970000	"2212"	"Revesby"	NSW
10044680000	"2200"	"Revesby"	NSW
10031630000	"2200"	"Condell Park"	NSW
10034841000	"2200"	"Bankstown"	NSW
11205515900	"2190"	"Mount Lewis"	NSW
10190310000	"2196"	"Punchbowl"	NSW
10045501000	"2211"	"Padstow"	NSW
10987193000	"2211"	"Padstow Heights"	NSW
10046480000	"2213"	"Panania"	NSW
10048220000	"2213"	"East Hills"	NSW
10050620000	"2213"	"Picnic Point"	NSW
10048780000	"2212"	"Revesby Heights"	NSW
10048140000	"2211"	"Revesby"	NSW
10038590000	"2143"	"Birrong"	NSW
10187470000	"2192"	"Belmore"	NSW
10185950000	"2191"	"Belfield"	NSW
10188260000	"2194"	"Campsie"	NSW
10181970000	"2193"	"Canterbury"	NSW
11205644900	"2206"	"Clemton Park"	NSW
10184070000	"2206"	"Earlwood"	NSW
10389220000	"2208"	"Kingsgrove"	NSW
11205860300	"2210"	"Riverwood"	NSW
10193971000	"2196"	"Roselands"	NSW
10388540000	"2209"	"Beverly Hills"	NSW
11205743400	"2209"	"Narwee"	NSW
10190170000	"2195"	"Lakemba"	NSW
10191430000	"2195"	"Wiley Park"	NSW
11017530000	"2220"	"Hurstville"	NSW
10415793000	"2218"	"Carlton"	NSW
10413931000	"2222"	"Penshurst"	NSW
10414230000	"2223"	"Oatley"	NSW
10394562000	"2223"	"Mortdale"	NSW
10393230000	"2210"	"Peakhurst"	NSW
10413760000	"2220"	"Hurstville Grove"	NSW
11005030000	"2210"	"Lugarno"	NSW
11004870000	"2210"	"Peakhurst Heights"	NSW
10412530000	"2221"	"South Hurstville"	NSW
10415540000	"2221"	"Blakehurst"	NSW
10415270000	"2221"	"Kyle Bay"	NSW
10414860000	"2221"	"Connells Point"	NSW
11017730000	"2221"	"Carss Park"	NSW
10664591000	"2205"	"Arncliffe"	NSW
11204513300	"2205"	"Wolli Creek"	NSW
10664380000	"2205"	"Turrella"	NSW
11204657400	"2207"	"Turrella"	NSW
10658140000	"2207"	"Bardwell Valley"	NSW
10670202000	"2207"	"Bardwell Park"	NSW
10662822000	"2207"	"Bexley"	NSW
10663980000	"2217"	"Kogarah"	NSW
10666270000	"2207"	"Bexley North"	NSW
10663500000	"2207"	"Kingsgrove"	NSW
10411680000	"2218"	"Allawah"	NSW
10409290000	"2217"	"Beverley Park"	NSW
11204622800	"2217"	"Kogarah Bay"	NSW
10994690000	"2216"	"Kyeemagh"	NSW
10663150000	"2216"	"Brighton-le-Sands"	NSW
10659080000	"2216"	"Rockdale"	NSW
10659370000	"2217"	"Monterey"	NSW
10659180000	"2216"	"Banksia"	NSW
10663200000	"2205"	"Banksia"	NSW
10665660000	"2219"	"Sandringham"	NSW
11204686500	"2219"	"Dolls Point"	NSW
10664540000	"2219"	"Sans Souci"	NSW
10994760000	"2217"	"Ramsgate"	NSW
11205615500	"2217"	"Ramsgate Beach"	NSW
10174070000	"2137"	"Concord"	NSW
11205335700	"2137"	"Breakfast Point"	NSW
11204782600	"2137"	"Cabarita"	NSW
10174560000	"2137"	"Mortlake"	NSW
10173761000	"2137"	"North Strathfield"	NSW
10173360000	"2138"	"Concord West"	NSW
11205622200	"2127"	"Sydney Olympic Park"	NSW
10173810000	"2138"	"Liberty Grove"	NSW
10175921400	"2138"	"Rhodes"	NSW
10173390000	"2139"	"Concord West"	NSW
10180420000	"2047"	"Drummoyne"	NSW
10179930000	"2046"	"Russell Lea"	NSW
11015110000	"2046"	"Rodd Point"	NSW
10176910000	"2046"	"Abbotsford"	NSW
10179340000	"2046"	"Chiswick"	NSW
10177730000	"2046"	"Five Dock"	NSW
10178390000	"2046"	"Canada Bay"	NSW
10179590000	"2046"	"Wareemba"	NSW
10464236000	"2041"	"Balmain"	NSW
10462430000	"2041"	"Birchgrove"	NSW
10387751000	"2110"	"Woolwich"	NSW
10464990000	"2040"	"Leichhardt"	NSW
10462380000	"2040"	"Lilyfield"	NSW
10462319000	"2039"	"Rozelle"	NSW
10015370000	"2131"	"Ashfield"	NSW
11205282900	"2130"	"Summer Hill"	NSW
10196360000	"2193"	"Hurlstone Park"	NSW
10184980000	"2193"	"Ashbury"	NSW
11204688800	"2134"	"Burwood"	NSW
10143020000	"2132"	"Croydon"	NSW
10714530000	"2135"	"Strathfield"	NSW
11204465400	"2134"	"Strathfield"	NSW
10182310000	"2133"	"Croydon Park"	NSW
10143190000	"2136"	"Enfield"	NSW
11204466300	"2136"	"Burwood Heights"	NSW
10013550000	"2045"	"Haberfield"	NSW
11205832800	"2140"	"Homebush West"	NSW
11011130000	"2140"	"Homebush"	NSW
10715531000	"2129"	"Homebush"	NSW
10716192000	"2140"	"Strathfield"	NSW
10717102000	"2190"	"Strathfield"	NSW
10716700000	"2136"	"Strathfield South"	NSW
10840620000	"2067"	"Chatswood"	NSW
10841940000	"2068"	"North Willoughby"	NSW
11204970300	"2068"	"Willoughby"	NSW
10846131000	"2064"	"Artarmon"	NSW
10421690000	"2069"	"Roseville"	NSW
10459200000	"2066"	"Lane Cove North"	NSW
10839030000	"2067"	"Chatswood West"	NSW
10457920000	"2066"	"Lane Cove West"	NSW
10456620000	"2066"	"Lane Cove"	NSW
10457840000	"2066"	"Riverview"	NSW
10455950000	"2065"	"Greenwich"	NSW
10456020000	"2066"	"Northwood"	NSW
10456240000	"2066"	"Longueville"	NSW
10457560000	"2066"	"Linley Point"	NSW
10567261000	"2065"	"St Leonards"	NSW
11205545700	"2065"	"Naremburn"	NSW
10567010000	"2062"	"Cammeray"	NSW
11005270000	"2069"	"Castle Cove"	NSW
10842992000	"2068"	"Castlecrag"	NSW
11205667000	"2063"	"Northbridge"	NSW
11005250000	"2068"	"Middle Cove"	NSW
10841830000	"2068"	"Willoughby East"	NSW
10373370000	"2077"	"Hornsby Heights"	NSW
10371910000	"2079"	"Mount Colah"	NSW
10374360000	"2077"	"Asquith"	NSW
10378271000	"2077"	"Hornsby"	NSW
10374700000	"2080"	"Mount Kuring-Gai"	NSW
10920990000	"2081"	"Cowan"	NSW
10374790000	"2081"	"Berowra"	NSW
10920740000	"2083"	"Brooklyn"	NSW
10373120000	"2082"	"Berowra Heights"	NSW
10920710000	"2083"	"Milsons Passage"	NSW
10376240000	"2083"	"Dangar Island"	NSW
10386030000	"2076"	"Normanhurst"	NSW
10384280000	"2120"	"Thornleigh"	NSW
10386280000	"2120"	"Westleigh"	NSW
11205723100	"2076"	"Wahroonga"	NSW
11205293800	"2077"	"Waitara"	NSW
10423220000	"2071"	"East Killara"	NSW
10420211000	"2071"	"Killara"	NSW
11204733900	"2070"	"Lindfield"	NSW
11205467900	"2072"	"Gordon"	NSW
10422090000	"2070"	"East Lindfield"	NSW
10421840000	"2069"	"Roseville Chase"	NSW
11204436400	"2073"	"Pymble"	NSW
10420060000	"2073"	"West Pymble"	NSW
10423880000	"2072"	"Pymble"	NSW
10424430000	"2075"	"St Ives"	NSW
10417010000	"2075"	"St Ives Chase"	NSW
11205540700	"2074"	"Turramurra"	NSW
10418880000	"2074"	"South Turramurra"	NSW
10417540000	"2074"	"North Turramurra"	NSW
10425600000	"2074"	"Warrawee"	NSW
11020210000	"2076"	"North Wahroonga"	NSW
10560540000	"2090"	"Cremorne Point"	NSW
11204460100	"2090"	"Cremorne"	NSW
10557660000	"2089"	"Neutral Bay"	NSW
10562230000	"2090"	"Neutral Bay"	NSW
10565120000	"2065"	"Crows Nest"	NSW
10560220000	"2065"	"Wollstonecraft"	NSW
10561120000	"2060"	"Waverton"	NSW
10560150000	"2060"	"North Sydney"	NSW
10525920000	"2088"	"Mosman"	NSW
10565170000	"2061"	"Kirribilli"	NSW
10563780000	"2089"	"Kurraba Point"	NSW
10558912000	"2060"	"Kirribilli"	NSW
10566740000	"2061"	"Milsons Point"	NSW
10564700000	"2060"	"McMahons Point"	NSW
11205213700	"2060"	"Lavender Bay"	NSW
11204754800	"2092"	"Seaforth"	NSW
10946940000	"2093"	"Balgowlah Heights"	NSW
11205674800	"2093"	"Clontarf"	NSW
11204987800	"2093"	"Balgowlah"	NSW
11204488400	"2095"	"Manly"	NSW
11205848300	"2094"	"Fairlight"	NSW
10623030000	"2107"	"Avalon Beach"	NSW
10949290000	"2108"	"Palm Beach"	NSW
10622550000	"2107"	"Whale Beach"	NSW
10623210000	"2107"	"Clareville"	NSW
10621760000	"2105"	"Scotland Island"	NSW
11204390800	"2101"	"Elanora Heights"	NSW
10819912000	"2101"	"Ingleside"	NSW
11205530200	"2104"	"Bayview"	NSW
10621830000	"2105"	"Church Point"	NSW
10807250000	"2084"	"Ku-Ring-Gai Chase"	NSW
10621230000	"2108"	"Great Mackerel Beach"	NSW
10621250000	"2105"	"Morning Bay"	NSW
11205518500	"2108"	"Coasters Retreat"	NSW
10627140000	"2105"	"Lovett Bay"	NSW
10626970000	"2105"	"Elvina Bay"	NSW
10621390000	"2103"	"Mona Vale"	NSW
10625170000	"2106"	"Newport"	NSW
10621000000	"2107"	"Bilgola Plateau"	NSW
10949470000	"2107"	"Bilgola Beach"	NSW
10624340000	"2102"	"Warriewood"	NSW
10948900000	"2101"	"North Narrabeen"	NSW
11205540200	"2100"	"Beacon Hill"	NSW
10814480000	"2099"	"Narraweena"	NSW
10808780000	"2099"	"Cromer"	NSW
10820950000	"2100"	"Oxford Falls"	NSW
10812010000	"2099"	"Dee Why"	NSW
10946990000	"2099"	"North Curl Curl"	NSW
10808120000	"2087"	"Forestville"	NSW
10815560000	"2087"	"Killarney Heights"	NSW
10813202000	"2086"	"Frenchs Forest"	NSW
10808260000	"2085"	"Belrose"	NSW
10818560000	"2085"	"Davidson"	NSW
10808170000	"2100"	"Frenchs Forest"	NSW
11204428000	"2096"	"Curl Curl"	NSW
10808050000	"2096"	"Freshwater"	NSW
10807240000	"2093"	"Manly Vale"	NSW
10813090000	"2100"	"North Manly"	NSW
10816440000	"2096"	"Queenscliff"	NSW
11204425600	"2100"	"Brookvale"	NSW
11205539400	"2100"	"Allambie Heights"	NSW
11204448000	"2093"	"North Balgowlah"	NSW
10812140000	"2101"	"Narrabeen"	NSW
10815800000	"2097"	"Collaroy"	NSW
10806700000	"2097"	"Collaroy Plateau"	NSW
10811650000	"2097"	"Wheeler Heights"	NSW
10823060000	"2099"	"Collaroy"	NSW
10819920000	"2084"	"Terrey Hills"	NSW
10807900000	"2084"	"Cottage Point"	NSW
10811490000	"2084"	"Duffys Forest"	NSW
10153250000	"2570"	"Ellis Lane"	NSW
10153652000	"2570"	"Grasmere"	NSW
11210101000	"2570"	"Camden"	NSW
10854271000	"2570"	"Camden Park"	NSW
10854080000	"2570"	"Cawdor"	NSW
10155390000	"2570"	"Camden South"	NSW
10156400000	"2567"	"Harrington Park"	NSW
11204644600	"2570"	"Elderslie"	NSW
11205635400	"2567"	"Narellan"	NSW
10152980000	"2570"	"Kirkham"	NSW
10156190000	"2567"	"Mount Annan"	NSW
11205277500	"2567"	"Currans Hill"	NSW
11205238300	"2567"	"Smeaton Grange"	NSW
11205792100	"2557"	"Gregory Hills"	NSW
10156090000	"2567"	"Narellan Vale"	NSW
11205661700	"2570"	"Spring Farm"	NSW
10166410000	"2560"	"Airds"	NSW
10166580000	"2560"	"Bradbury"	NSW
10169230000	"2560"	"St Helens Park"	NSW
10169470000	"2560"	"Wedderburn"	NSW
10167760000	"2560"	"Woodbine"	NSW
10165780000	"2560"	"Campbelltown"	NSW
10170660000	"2560"	"Leumeah"	NSW
10172510000	"2560"	"Blair Athol"	NSW
10159940000	"2566"	"Raby"	NSW
10157750000	"2558"	"Eagle Vale"	NSW
11205710100	"2558"	"Eschol Park"	NSW
11204926800	"2566"	"Varroville"	NSW
10159071000	"2559"	"Blairmount"	NSW
10161100000	"2558"	"Kearns"	NSW
11204413000	"2559"	"Claymore"	NSW
10486471000	"2173"	"Holsworthy"	NSW
10163640000	"2565"	"Ingleburn"	NSW
10990140000	"2565"	"Macquarie Links"	NSW
10491860000	"2565"	"Denham Court"	NSW
11204832900	"2565"	"Bardia"	NSW
11205721500	"2174"	"Edmondson Park"	NSW
10168220000	"2560"	"Ruse"	NSW
10157930000	"2560"	"Kentlyn"	NSW
10158072000	"2566"	"Minto Heights"	NSW
10157560000	"2564"	"Macquarie Fields"	NSW
11205366300	"2167"	"Glenfield"	NSW
10164200000	"2564"	"Long Point"	NSW
10158300000	"2566"	"St Andrews"	NSW
10163140000	"2566"	"Bow Bowing"	NSW
11204512300	"2566"	"Minto"	NSW
10167520000	"2560"	"Rosemeadow"	NSW
10170010000	"2560"	"Ambarvale"	NSW
10170990000	"2563"	"Menangle Park"	NSW
11205879100	"2560"	"Gilead"	NSW
11205517700	"2563"	"Glen Alpine"	NSW
10165680000	"2560"	"Glen Alpine"	NSW
10170000000	"2560"	"Englorie Park"	NSW
10856580000	"2574"	"Yanderra"	NSW
10854791000	"2569"	"Douglas Park"	NSW
10856730000	"2571"	"Razorback"	NSW
10854411000	"2560"	"Appin"	NSW
10856710000	"2568"	"Menangle"	NSW
10858340000	"2571"	"Maldon"	NSW
10858090000	"2571"	"Picton"	NSW
10854430000	"2573"	"Tahmoor"	NSW
10857790000	"2571"	"Buxton"	NSW
11204440200	"2572"	"Thirlmere"	NSW
10854310000	"2571"	"Mowbray Park"	NSW
10855280000	"2571"	"Couridjah"	NSW
10854060000	"2572"	"Lakesland"	NSW
10857850000	"2570"	"The Oaks"	NSW
10855582000	"2570"	"Werombi"	NSW
10856200000	"2570"	"Orangeville"	NSW
10856160000	"2570"	"Belimbla Park"	NSW
10858230000	"2570"	"Mount Hunter"	NSW
10858320000	"2570"	"Glenmore"	NSW
10854100000	"2570"	"Brownlow Hill"	NSW
10856280000	"2570"	"Theresa Park"	NSW
10854482000	"2752"	"Silverdale"	NSW
10856390000	"2570"	"Oakdale"	NSW
10854256000	"2570"	"Nattai"	NSW
10117590000	"2785"	"Blackheath"	NSW
10127910000	"2786"	"Mount Victoria"	NSW
10123060000	"2773"	"Glenbrook"	NSW
10124100000	"2774"	"Blaxland"	NSW
10120130000	"2774"	"Warrimoo"	NSW
10118510000	"2773"	"Lapstone"	NSW
10118610000	"2774"	"Mount Riverview"	NSW
10116830000	"2780"	"Blue Mountains National Park"	NSW
10356620000	"2753"	"Yarramundi"	NSW
10351040000	"2758"	"The Devils Wilderness"	NSW
10126060000	"2780"	"Katoomba"	NSW
10126840000	"2780"	"Leura"	NSW
10121800000	"2780"	"Medlow Bath"	NSW
10127963000	"2787"	"Leura"	NSW
10122150000	"2778"	"Linden"	NSW
10121270000	"2778"	"Woodford"	NSW
10127000000	"2779"	"Hazelbrook"	NSW
10122420000	"2783"	"Lawson"	NSW
10119060000	"2784"	"Bullaburra"	NSW
10127710000	"2776"	"Faulconbridge"	NSW
10126640000	"2777"	"Winmalee"	NSW
10128132000	"2777"	"Hawkesbury Heights"	NSW
10124170000	"2777"	"Yellow Rock"	NSW
10127310000	"2777"	"Springwood"	NSW
10127410000	"2777"	"Valley Heights"	NSW
10127590000	"2777"	"Sun Valley"	NSW
10125660000	"2782"	"Wentworth Falls"	NSW
10854258000	"2570"	"Blue Mountains National Park"	NSW
10853990000	"2787"	"Yerranderie"	NSW
10569111000	"2787"	"Kanangra"	NSW
10604590000	"2747"	"Werrington Downs"	NSW
10998620000	"2747"	"Cambridge Park"	NSW
10603430000	"2747"	"Werrington County"	NSW
10603300000	"2747"	"Cambridge Gardens"	NSW
10994210000	"2749"	"Cranebrook"	NSW
10603650000	"2747"	"Llandilo"	NSW
11206773000	"2749"	"Castlereagh"	NSW
11204536200	"2750"	"Penrith"	NSW
10603480000	"2747"	"Jordan Springs"	NSW
11205346400	"2750"	"Emu Plains"	NSW
10994281000	"2750"	"Leonay"	NSW
10617860000	"2750"	"Emu Heights"	NSW
11204545900	"2745"	"Glenmore Park"	NSW
10619830000	"2745"	"Regentville"	NSW
10618512000	"2750"	"Jamisontown"	NSW
10615600000	"2750"	"South Penrith"	NSW
10605520000	"2747"	"Kingswood"	NSW
10602940000	"2747"	"Caddens"	NSW
11204511500	"2747"	"Werrington"	NSW
10999020000	"2747"	"Claremont Meadows"	NSW
11204778500	"2745"	"Wallacia"	NSW
10620530000	"2745"	"Mulgoa"	NSW
11205577100	"2745"	"Luddenham"	NSW
10492320000	"2555"	"Badgerys Creek"	NSW
10610640000	"2748"	"Orchard Hills"	NSW
10856270000	"2752"	"Warragamba"	NSW
10356530000	"2753"	"Richmond"	NSW
10351840000	"2754"	"North Richmond"	NSW
10617461000	"2753"	"Agnes Banks"	NSW
10352900000	"2753"	"Hobartville"	NSW
10355673000	"2756"	"Clarendon"	NSW
11205138600	"2753"	"Richmond Lowlands"	NSW
11205136300	"2756"	"Cornwallis"	NSW
10352673000	"2755"	"Richmond"	NSW
10356460000	"2756"	"South Windsor"	NSW
10355552000	"2756"	"Windsor"	NSW
10356580000	"2756"	"Bligh Park"	NSW
10351090000	"2756"	"Windsor Downs"	NSW
10604200000	"2753"	"Londonderry"	NSW
10603490000	"2765"	"Berkshire Park"	NSW
10600440000	"2759"	"Erskine Park"	NSW
10601220000	"2759"	"St Clair"	NSW
10608800000	"2760"	"Colyton"	NSW
10602120000	"2760"	"Oxley Park"	NSW
10608200000	"2760"	"St Marys"	NSW
10998070000	"2760"	"North St Marys"	NSW
10018720000	"2128"	"Silverwater"	NSW
10018510000	"2127"	"Newington"	NSW
10018501000	"2141"	"Lidcombe"	NSW
10019272000	"2127"	"Wentworth Point"	NSW
10017720000	"2141"	"Rookwood"	NSW
10018031000	"2144"	"Auburn"	NSW
11204858100	"2141"	"Berala"	NSW
10022030000	"2143"	"Regents Park"	NSW
10587090000	"2118"	"Carlingford"	NSW
10379330000	"2119"	"Beecroft"	NSW
11204494700	"2121"	"Epping"	NSW
10590480000	"2116"	"Rydalmere"	NSW
11205192400	"2150"	"Parramatta"	NSW
11204638100	"2115"	"Ermington"	NSW
10588850000	"2117"	"Dundas"	NSW
11205558600	"2114"	"Melrose Park"	NSW
10589815000	"2114"	"Ermington"	NSW
10586180000	"2117"	"Telopea"	NSW
10071433000	"2117"	"Oatlands"	NSW
10587692000	"2117"	"Dundas Valley"	NSW
10586171000	"2117"	"Carlingford"	NSW
10598820000	"2162"	"Chester Hill"	NSW
10041692000	"2162"	"Sefton"	NSW
10267500000	"2163"	"Carramar"	NSW
10258460000	"2161"	"Old Guildford"	NSW
10269730000	"2165"	"Fairfield East"	NSW
10361651000	"2161"	"Yennora"	NSW
10266830000	"2165"	"Fairfield"	NSW
10984670000	"2160"	"Merrylands"	NSW
10365960000	"2142"	"Granville"	NSW
10597410000	"2142"	"Merrylands"	NSW
10361230000	"2161"	"Guildford"	NSW
10579690000	"2142"	"Clyde"	NSW
11205296900	"2145"	"Pemulwuy"	NSW
10363630000	"2145"	"Greystanes"	NSW
10596450000	"2142"	"South Granville"	NSW
10599102000	"2161"	"Merrylands"	NSW
10599400000	"2142"	"Guildford"	NSW
10360120000	"2160"	"Merrylands West"	NSW
10363030000	"2161"	"Guildford West"	NSW
