mb_code	post_code	ssc_name	state_code
10233940000	"2630"	"Murrumbucca"	NSW
10232910000	"2626"	"Bredbo"	NSW
10712470000	"2630"	"Coolringdon"	NSW
10233950000	"2630"	"Springfield"	NSW
10233840000	"2630"	"Maffra"	NSW
10712340000	"2630"	"Myalla"	NSW
10712230000	"2630"	"Arable"	NSW
10712310000	"2630"	"Bobundara"	NSW
10712330000	"2630"	"The Brothers"	NSW
10713510000	"2629"	"Anglers Reach"	NSW
10713464000	"2628"	"Berridale"	NSW
10712190000	"2628"	"Cootralantra"	NSW
10712240000	"2628"	"Eucumbene"	NSW
10712400000	"2628"	"Snowy Plain"	NSW
10712440000	"2628"	"Nimmo"	NSW
10712270000	"2628"	"Rocky Plain"	NSW
10712500000	"2630"	"Middlingbank"	NSW
11204564900	"2627"	"Kalkite"	NSW
10712880000	"2627"	"Crackenback"	NSW
10712841000	"2627"	"Jindabyne"	NSW
11204712600	"2628"	"Hill Top"	NSW
10712742000	"2628"	"Avonside"	NSW
10713240000	"2627"	"East Jindabyne"	NSW
10712610000	"2628"	"Dalgety"	NSW
10712550000	"2627"	"Ingebirah"	NSW
10713500000	"2627"	"Grosses Plain"	NSW
10712650000	"2627"	"Moonbah"	NSW
10712360000	"2630"	"Ironmungy"	NSW
10712140000	"2628"	"Beloka"	NSW
10712180000	"2628"	"Numbla Vale"	NSW
10712820000	"2628"	"Jimenbuen"	NSW
10712350000	"2628"	"Paupong"	NSW
10712585100	"2625"	"Kosciuszko National Park"	NSW
10255610000	"2536"	"Catalina"	NSW
10929980000	"2536"	"Batemans Bay"	NSW
10250041000	"2536"	"Nelligen"	NSW
10251000000	"2536"	"Long Beach"	NSW
10248570000	"2536"	"Benandarah"	NSW
11205584500	"2536"	"North Batemans Bay"	NSW
10250510000	"2536"	"Surfside"	NSW
10250860000	"2536"	"Maloneys Beach"	NSW
10249320000	"2536"	"Lilli Pilli"	NSW
10930080000	"2536"	"Malua Bay"	NSW
10253710000	"2536"	"Surf Beach"	NSW
10250770000	"2536"	"Denhams Beach"	NSW
10255880000	"2536"	"Sunshine Bay"	NSW
10256810000	"2536"	"Rosedale"	NSW
10250330000	"2536"	"Guerilla Bay"	NSW
10248750000	"2536"	"Batehaven"	NSW
11205762600	"2550"	"Bega"	NSW
10074410000	"2550"	"Tathra"	NSW
10074370000	"2550"	"Kalaru"	NSW
11205457200	"2550"	"Wallagoot"	NSW
10079770000	"2550"	"Jellat Jellat"	NSW
10928110000	"2548"	"Bournda"	NSW
10079060000	"2550"	"Black Range"	NSW
10072670000	"2550"	"Tarraganda"	NSW
10928320000	"2550"	"Chinnock"	NSW
10079922000	"2550"	"Reedy Swamp"	NSW
11205563500	"2550"	"Doctor George Mountain"	NSW
11205292300	"2550"	"Mogareeka"	NSW
10072500000	"2550"	"Kanoona"	NSW
10072480000	"2550"	"Frogs Hollow"	NSW
10078810000	"2550"	"Toothdale"	NSW
10073500000	"2550"	"Kingswood"	NSW
10072920000	"2550"	"Wolumla"	NSW
10072530000	"2548"	"Yellow Pinch"	NSW
10075210000	"2550"	"South Wolumla"	NSW
10075300000	"2550"	"Wyndham"	NSW
10079250000	"2550"	"Myrtle Mountain"	NSW
10072510000	"2550"	"Devils Hole"	NSW
10074100000	"2551"	"Green Cape"	NSW
10075470000	"2551"	"Edrom"	NSW
10079531000	"2551"	"Narrabarba"	NSW
10079020000	"2551"	"Wonboyn"	NSW
10079820000	"2551"	"Nadgee"	NSW
10079830000	"2551"	"Timbillica"	NSW
10074920000	"2551"	"Kiah"	NSW
10075280000	"2550"	"Towamba"	NSW
10072450000	"2551"	"Wonboyn North"	NSW
10078862000	"2550"	"Pericoe"	NSW
11204574100	"2550"	"Burragate"	NSW
11204945500	"2549"	"Lochiel"	NSW
10075620000	"2549"	"Nethercote"	NSW
10928720000	"2551"	"Nullica"	NSW
10074392000	"2551"	"Nungatta South"	NSW
10074400000	"2551"	"Nungatta"	NSW
11204660300	"2550"	"Yambulla"	NSW
10079840000	"2550"	"Wog Wog"	NSW
10079730000	"2550"	"Coolangubra"	NSW
10075850000	"2550"	"Candelo"	NSW
10075440000	"2550"	"Tantawangalo"	NSW
10079710000	"2550"	"Bemboka"	NSW
10079040000	"2550"	"Quaama"	NSW
10929000000	"2550"	"Cobargo"	NSW
10078750000	"2546"	"Dignams Creek"	NSW
10931790000	"2550"	"Yowrie"	NSW
10929020000	"2550"	"Wandella"	NSW
10928780000	"2550"	"Greendale"	NSW
11205797800	"2550"	"Angledale"	NSW
10928900000	"2550"	"Verona"	NSW
10928800000	"2550"	"Mumbulla Mountain"	NSW
11205797600	"2550"	"Wapengo"	NSW
10074520000	"2550"	"Nelson"	NSW
10078930000	"2546"	"Murrah"	NSW
10074880000	"2550"	"Tanja"	NSW
10079560000	"2550"	"Coolagolite"	NSW
10079880000	"2550"	"Brogo"	NSW
11205313400	"2550"	"Coopers Gully"	NSW
10078790000	"2550"	"Stony Creek"	NSW
10075070000	"2550"	"Numbugga"	NSW
10072520000	"2550"	"Morans Crossing"	NSW
10075420000	"2550"	"Mogilla"	NSW
10075770000	"2550"	"Buckajo"	NSW
10079660000	"2550"	"Kameruka"	NSW
10928460000	"2549"	"Greigs Flat"	NSW
10074720000	"2550"	"New Buildings"	NSW
10929280000	"2632"	"Mount Darragh"	NSW
10079861000	"2550"	"Rocky Hall"	NSW
11204639200	"2537"	"Broulee"	NSW
10253220000	"2537"	"Tomakin"	NSW
10930520000	"2537"	"Mossy Point"	NSW
10931830000	"2545"	"Belowra"	NSW
10252600000	"2545"	"Cadgee"	NSW
10248960000	"2537"	"Deua"	NSW
10079800000	"2546"	"Wadbilliga"	NSW
10256980000	"2545"	"Bodalla"	NSW
10256110000	"2545"	"Eurobodalla"	NSW
10254900000	"2537"	"Wamban"	NSW
10250440000	"2545"	"Nerrigundah"	NSW
10931900000	"2537"	"Deua River Valley"	NSW
10255070000	"2546"	"Tinpot"	NSW
10253470000	"2546"	"Narooma"	NSW
10248730000	"2622"	"Merricumbene"	NSW
10079720000	"2550"	"Yankees Creek"	NSW
10079432000	"2551"	"Eden"	NSW
10074311000	"2551"	"Boydtown"	NSW
10929391000	"2536"	"South Durras"	NSW
10708750000	"2539"	"Cockwhy"	NSW
10706890000	"2539"	"Pretty Beach"	NSW
10934530000	"2536"	"Depot Beach"	NSW
10934490000	"2536"	"Durras North"	NSW
10934570000	"2536"	"Pebbly Beach"	NSW
10249230000	"2536"	"East Lynne"	NSW
10249170000	"2622"	"Murrengenburg"	NSW
10251140000	"2536"	"Buckenbowra"	NSW
10248770000	"2536"	"Currowan"	NSW
10252040000	"2536"	"Runnyford"	NSW
10251670000	"2536"	"Mogo"	NSW
10254250000	"2536"	"Jeremadra"	NSW
10252780000	"2536"	"Woodlands"	NSW
10250480000	"2536"	"Bimbimbie"	NSW
10249790000	"2537"	"Kiora"	NSW
10251740000	"2537"	"Mogendoura"	NSW
10251590000	"2537"	"Turlinjah"	NSW
10248880000	"2545"	"Potato Point"	NSW
10931320000	"2546"	"Kianga"	NSW
10250260000	"2537"	"Tuross Head"	NSW
10079301000	"2549"	"Pambula Beach"	NSW
10928370000	"2548"	"Merimbula"	NSW
11205011400	"2548"	"Tura Beach"	NSW
10073530000	"2549"	"South Pambula"	NSW
10074600000	"2549"	"Pambula"	NSW
10078920000	"2549"	"Broadwater"	NSW
10079670000	"2549"	"Bald Hills"	NSW
11205627600	"2549"	"Millingandi"	NSW
10927960000	"2548"	"Mirador"	NSW
10074470000	"2548"	"Berrambool"	NSW
10256323000	"2537"	"Moruya"	NSW
10256550000	"2537"	"Moruya Heads"	NSW
10250472000	"2537"	"Bergalia"	NSW
10254390000	"2537"	"Coila"	NSW
10252940000	"2537"	"Congo"	NSW
10930860000	"2537"	"Bingie"	NSW
10254540000	"2537"	"Meringo"	NSW
10072810000	"2546"	"Bermagui"	NSW
10249780000	"2546"	"Dalmeny"	NSW
10079140000	"2546"	"Cuttagee"	NSW
10074040000	"2546"	"Barragga Bay"	NSW
10078480000	"2546"	"Wallaga Lake"	NSW
10931530000	"2546"	"Central Tilba"	NSW
10931600000	"2546"	"Corunna"	NSW
10248790000	"2546"	"Tilba Tilba"	NSW
10256570000	"2546"	"North Narooma"	NSW
11204908800	"2546"	"Akolele"	NSW
11205377900	"2546"	"Mystery Bay"	NSW
10307220000	"2580"	"Goulburn"	NSW
11205610800	"2580"	"Run-o-Waters"	NSW
10310940000	"2579"	"Marulan"	NSW
10310450000	"2580"	"Windellama"	NSW
10790502000	"2583"	"Crooked Corner"	NSW
11205019900	"2583"	"Bigga"	NSW
11204957800	"2580"	"Tirrannaville"	NSW
11204564700	"2580"	"Lake Bathurst"	NSW
10310490000	"2580"	"Quialigo"	NSW
10790850000	"2583"	"Laggan"	NSW
10790930000	"2583"	"Lost River"	NSW
10791000000	"2583"	"Narrawa"	NSW
10790200000	"2583"	"Grabben Gullen"	NSW
10790122000	"2583"	"Wheeo"	NSW
11205053900	"2580"	"Parkesbourne"	NSW
11003380000	"2580"	"Yarra"	NSW
11208333000	"2581"	"Breadalbane"	NSW
10790002000	"2581"	"Wollogorang"	NSW
10790060000	"2583"	"Crookwell"	NSW
10790310000	"2583"	"Tuena"	NSW
10790552000	"2583"	"Fullerton"	NSW
10790460000	"2583"	"Peelwood"	NSW
10789910000	"2583"	"Limerick"	NSW
10310873000	"2580"	"Bungonia"	NSW
10575511000	"2581"	"Collector"	NSW
10310000000	"2580"	"Middle Arm"	NSW
11205689900	"2580"	"Chatsbury"	NSW
10791990000	"2580"	"Myrtleville"	NSW
10790740000	"2580"	"Taralga"	NSW
10309912000	"2580"	"Tarlo"	NSW
10791380000	"2581"	"Biala"	NSW
10792040000	"2581"	"Merrill"	NSW
10789990000	"2581"	"Gurrundah"	NSW
10791401000	"2581"	"Cullerin"	NSW
10791941000	"2580"	"Wayo"	NSW
11021690000	"2580"	"Woodhouselee"	NSW
10310052000	"2580"	"Kingsdale"	NSW
10791442000	"2580"	"Bannister"	NSW
11021703000	"2583"	"Pejar"	NSW
10789960000	"2580"	"Roslyn"	NSW
10310011000	"2580"	"Pomeroy"	NSW
10790632000	"2580"	"Yalbraith"	NSW
10790633000	"2580"	"Golspie"	NSW
11021330000	"2580"	"Wiarborough"	NSW
11207870000	"2580"	"Wombeyan Caves"	NSW
10569170000	"2787"	"Mount Werong"	NSW
10847040000	"2575"	"Wombeyan Caves"	NSW
10790791000	"2580"	"Stonequarry"	NSW
10790784000	"2580"	"Richlands"	NSW
10790612000	"2580"	"Curraweela"	NSW
10792010000	"2579"	"Big Hill"	NSW
10309832000	"2579"	"Brayton"	NSW
11205463700	"2580"	"Bannaby"	NSW
10309960000	"2580"	"Greenwich Park"	NSW
11003220000	"2579"	"Tallong"	NSW
10309970000	"2580"	"Carrick"	NSW
10310560000	"2580"	"Brisbane Grove"	NSW
10790530000	"2583"	"Binda"	NSW
10309930000	"2580"	"Towrang"	NSW
10310012000	"2580"	"Mummel"	NSW
10310051000	"2580"	"Baw Baw"	NSW
10310810000	"2580"	"Boxers Creek"	NSW
10310800000	"2580"	"Gundary"	NSW
10913275000	"2582"	"Yass"	NSW
10912307000	"2582"	"Wee Jasper"	NSW
10913590000	"2582"	"Mullion"	NSW
10912304000	"2582"	"Cavan"	NSW
10773360000	"2611"	"Uriarra"	NSW
10912305000	"2582"	"Narrangullen"	NSW
10913540000	"2582"	"Woolgarlo"	NSW
11205179500	"2582"	"Bookham"	NSW
10912306000	"2582"	"Burrinjuck"	NSW
10912070000	"2584"	"Binalong"	NSW
10338390000	"2726"	"Jugiong"	NSW
11205405900	"2582"	"Berremangra"	NSW
11204613200	"2585"	"Galong"	NSW
10913211000	"2582"	"Manton"	NSW
10913330000	"2582"	"Bango"	NSW
10913460000	"2582"	"Yass River"	NSW
10130380000	"2586"	"Rye Park"	NSW
10790130000	"2581"	"Dalton"	NSW
10791120000	"2581"	"Broadway"	NSW
10791090000	"2581"	"Blakney Creek"	NSW
10791030000	"2581"	"Bevendale"	NSW
10912490000	"2620"	"Gundaroo"	NSW
11209480000	"2582"	"Laverstock"	NSW
10912110000	"2582"	"Bowning"	NSW
10911990000	"2582"	"Kangiara"	NSW
10913430000	"2581"	"Bellmount Forest"	NSW
10791190000	"2581"	"Oolong"	NSW
10790040000	"2581"	"Lerida"	NSW
10791180000	"2582"	"Jerrawa"	NSW
10791270000	"2581"	"Gunning"	NSW
10791240000	"2581"	"Lade Vale"	NSW
10913550000	"2582"	"Good Hope"	NSW
10913380000	"2582"	"Boambolo"	NSW
10911880000	"2618"	"Wallaroo"	NSW
10912312000	"2582"	"Murrumbateman"	NSW
10913413000	"2618"	"Springrange"	NSW
10913581000	"2582"	"Jeir"	NSW
10913561000	"2582"	"Marchmont"	NSW
10911970000	"2618"	"Nanima"	NSW
10914432000	"2594"	"Young"	NSW
10339260000	"2594"	"Barwang"	NSW
10338360000	"2587"	"Kingsvale"	NSW
10914990000	"2594"	"Burrangong"	NSW
10130660000	"2586"	"Godfreys Creek"	NSW
10240240000	"2808"	"Wyangala"	NSW
10130460000	"2794"	"Hovells Creek"	NSW
10130040000	"2794"	"Mount Collins"	NSW
10339010000	"2587"	"Nubba"	NSW
10338910000	"2587"	"Wombat"	NSW
10339110000	"2587"	"McMahons Reef"	NSW
10338490000	"2587"	"Cunningar"	NSW
10339081000	"2587"	"Beggan Beggan"	NSW
11205322400	"2587"	"Harden"	NSW
10130640000	"2586"	"Boorowa"	NSW
10338530000	"2587"	"Murrumburrah"	NSW
11207270000	"2586"	"Taylors Flat"	NSW
10130091000	"2583"	"Rugby"	NSW
11205351300	"2586"	"Frogmore"	NSW
10130030000	"2586"	"Reids Flat"	NSW
10914830000	"2594"	"Maimuru"	NSW
10914950000	"2594"	"Berthong"	NSW
10914920000	"2594"	"Memagong"	NSW
10235260000	"2594"	"Milvale"	NSW
10768320000	"2666"	"Morangarell"	NSW
10914893000	"2594"	"Weedallion"	NSW
10914892000	"2594"	"Tubbul"	NSW
10914692000	"2803"	"Crowther"	NSW
10914691000	"2803"	"Bendick Murrell"	NSW
10240540000	"2807"	"Koorawatha"	NSW
10913770000	"2803"	"Wirrimah"	NSW
10913760000	"2594"	"Bulla Creek"	NSW
10914750000	"2594"	"Monteagle"	NSW
10914780000	"2594"	"Kikiamah"	NSW
10914260000	"2586"	"Murringo"	NSW
10914800000	"2594"	"Thuddungra"	NSW
10834520000	"2594"	"Bribbaree"	NSW
10950440000	"2251"	"Avoca Beach"	NSW
10289900000	"2251"	"Copacabana"	NSW
10290970000	"2257"	"Killcare Heights"	NSW
10950860000	"2251"	"Macmasters Beach"	NSW
10290700000	"2257"	"Empire Bay"	NSW
10291220000	"2257"	"Wagstaffe"	NSW
10303660000	"2257"	"Box Head"	NSW
10291370000	"2257"	"St Huberts Island"	NSW
10950910000	"2257"	"Killcare"	NSW
10290380000	"2251"	"Bensville"	NSW
10290882000	"2257"	"Daleys Point"	NSW
10290890000	"2251"	"Bouddi"	NSW
10291130000	"2257"	"Pretty Beach"	NSW
10951690000	"2257"	"Hardys Bay"	NSW
10291380000	"2251"	"Kincumber South"	NSW
10297001000	"2250"	"Somersby"	NSW
11204753600	"2256"	"Little Wobby"	NSW
10293790000	"2083"	"Cogra Bay"	NSW
10962390000	"2250"	"Calga"	NSW
10302580000	"2256"	"Woy Woy"	NSW
10303664000	"2256"	"Patonga"	NSW
10964001000	"2250"	"Mooney Mooney Creek"	NSW
10963920000	"2256"	"Wondabyne"	NSW
10293740000	"2083"	"Mooney Mooney"	NSW
10302040000	"2250"	"Kariong"	NSW
10294080000	"2250"	"Peats Ridge"	NSW
10911250000	"2250"	"Central Mangrove"	NSW
10294050000	"2250"	"Mangrove Mountain"	NSW
11204697500	"2250"	"Kulnura"	NSW
10293170000	"2250"	"Upper Mangrove"	NSW
10293220000	"2250"	"Mangrove Creek"	NSW
11003950000	"2250"	"Ten Mile Hollow"	NSW
11205622100	"2250"	"Mount White"	NSW
10293602000	"2250"	"Wendoree Park"	NSW
10963950000	"2083"	"Bar Point"	NSW
10962370000	"2250"	"Glenworth Valley"	NSW
10964070000	"2775"	"Marlow"	NSW
10063210000	"2775"	"Wisemans Ferry"	NSW
11205439600	"2775"	"Gunderman"	NSW
10293520000	"2775"	"Spencer"	NSW
10962330000	"2250"	"Lower Mangrove"	NSW
10962360000	"2250"	"Greengrove"	NSW
10293760000	"2083"	"Cheero Point"	NSW
10962610000	"2250"	"Erina"	NSW
10285080000	"2251"	"Green Point"	NSW
10285441000	"2250"	"Matcham"	NSW
10285370000	"2250"	"Holgate"	NSW
10297270000	"2250"	"Lisarow"	NSW
10285442000	"2260"	"Erina Heights"	NSW
10949980000	"2260"	"Terrigal"	NSW
10299850000	"2250"	"Springfield"	NSW
11205438100	"2250"	"North Gosford"	NSW
11205877100	"2250"	"West Gosford"	NSW
10295150000	"2250"	"Gosford"	NSW
11204422900	"2250"	"East Gosford"	NSW
10299140000	"2250"	"Point Frederick"	NSW
10291650000	"2251"	"Kincumber"	NSW
10289310000	"2251"	"Picketts Valley"	NSW
10294690000	"2250"	"Narara"	NSW
10297520000	"2250"	"Niagara Park"	NSW
10285381000	"2250"	"Mount Elliot"	NSW
10301180000	"2250"	"Point Clare"	NSW
10296970000	"2250"	"Tascott"	NSW
10301560000	"2256"	"Koolewong"	NSW
10289020000	"2251"	"Saratoga"	NSW
10950800000	"2251"	"Davistown"	NSW
10288710000	"2251"	"Yattalunga"	NSW
10283820000	"2260"	"North Avoca"	NSW
10296470000	"2257"	"Umina Beach"	NSW
10306170000	"2257"	"Booker Bay"	NSW
10305450000	"2257"	"Ettalong Beach"	NSW
10306380000	"2256"	"Pearl Beach"	NSW
10284690000	"2260"	"Wamberal"	NSW
10285760000	"2260"	"Forresters Beach"	NSW
10907320000	"2261"	"Tumbi Umbi"	NSW
10963790000	"2256"	"Horsfield Bay"	NSW
10963090000	"2256"	"Phegans Bay"	NSW
10963830000	"2256"	"Woy Woy Bay"	NSW
10303400000	"2256"	"Blackwall"	NSW
10298220000	"2250"	"Wyoming"	NSW
10905780000	"2261"	"Bateau Bay"	NSW
10907370000	"2261"	"Killarney Vale"	NSW
10898290000	"2262"	"Blue Haven"	NSW
10902060000	"2262"	"San Remo"	NSW
10895000000	"2262"	"Doyalson"	NSW
10895863000	"2262"	"Colongra"	NSW
10893970000	"2262"	"Buff Point"	NSW
10896840000	"2262"	"Budgewoi"	NSW
10895830000	"2262"	"Halekulani"	NSW
10955380000	"2262"	"Budgewoi Peninsula"	NSW
10908090000	"2261"	"Glenning Valley"	NSW
10911682000	"2261"	"Berkeley Vale"	NSW
11205657800	"2261"	"Chittaway Point"	NSW
10953370000	"2261"	"Chittaway Bay"	NSW
11205047900	"2259"	"Kanwal"	NSW
10900800000	"2259"	"Wyongah"	NSW
10910140000	"2259"	"Tuggerawong"	NSW
10910040000	"2259"	"Rocky Point"	NSW
10900360000	"2263"	"Gorokan"	NSW
10901842000	"2263"	"Charmhaven"	NSW
10900200000	"2263"	"Lake Haven"	NSW
10954260000	"2259"	"Jilliby"	NSW
10901870000	"2259"	"Alison"	NSW
10901862000	"2259"	"Kiar"	NSW
10901861000	"2259"	"Bushells Ridge"	NSW
10911350000	"2259"	"Yarramalong"	NSW
10911430000	"2259"	"Cedar Brush Creek"	NSW
10911450000	"2259"	"Ravensdale"	NSW
10911222000	"2259"	"Little Jilliby"	NSW
10911280000	"2259"	"Wyong Creek"	NSW
10911780000	"2259"	"Dooralong"	NSW
10893990000	"2259"	"Durren Durren"	NSW
10911440000	"2259"	"Lemon Tree"	NSW
10896620000	"2259"	"Lake Munmorah"	NSW
10896215000	"2259"	"Chain Valley Bay"	NSW
10894540000	"2259"	"Kingfisher Shores"	NSW
10954630000	"2259"	"Mannering Park"	NSW
10894533000	"2262"	"Doyalson North"	NSW
10896214000	"2259"	"Crangan Bay"	NSW
10902102000	"2259"	"Frazer Park"	NSW
10902101000	"2259"	"Freemans"	NSW
10896212000	"2259"	"Moonee"	NSW
10902103000	"2259"	"Wybung"	NSW
10910973000	"2258"	"Ourimbah"	NSW
10911040000	"2258"	"Fountaindale"	NSW
10911510000	"2258"	"Palmdale"	NSW
10911200000	"2258"	"Palm Grove"	NSW
10894220000	"2259"	"Gwandalan"	NSW
10896020000	"2259"	"Point Wolstoncroft"	NSW
10893760000	"2259"	"Summerland Point"	NSW
10905020000	"2261"	"Long Jetty"	NSW
11205649300	"2261"	"Shelly Beach"	NSW
10952170000	"2261"	"Blue Bay"	NSW
10952150000	"2261"	"Toowoon Bay"	NSW
10903640000	"2261"	"The Entrance North"	NSW
11205174100	"2261"	"Magenta"	NSW
10903850000	"2261"	"The Entrance"	NSW
10897200000	"2263"	"Toukley"	NSW
10897400000	"2263"	"Canton Beach"	NSW
10893620000	"2263"	"Noraville"	NSW
10955570000	"2263"	"Norah Head"	NSW
10911080000	"2258"	"Kangy Angy"	NSW
10908620000	"2259"	"Tuggerah"	NSW
10909900000	"2259"	"Wyong"	NSW
10911090000	"2259"	"Mardi"	NSW
10954040000	"2259"	"Tacoma South"	NSW
11204537700	"2259"	"Hamlyn Terrace"	NSW
10901190000	"2259"	"Woongarrah"	NSW
10901712000	"2259"	"Warnervale"	NSW
