STATE	LOCALITY_PID	POSTCODE	LOCALITY_NAME	LONGITUDE	LATITUDE
NSW	loc1407d4ee6728	2800	CARGO	148.82415005	-33.44120432
NSW	loc1db45efffad9	2622	MONGARLOWE	149.93327173	-35.41608697
NSW	loc6965583bf633	2484	NOBBYS CREEK	153.33876092	-28.2940138
NSW	locc0d5aea93cbc	2471	TATHAM	153.17047583	-28.93619571
NSW	loc972582ec784a	2280	VALENTINE	151.64285236	-33.01507286
NSW	loc8797b6a2d550	2440	DEEP CREEK	152.70707757	-30.96778649
NSW	loc1a3a59cf083d	2756	CATTAI	150.9144207	-33.54570361
NSW	loc071c5feae554	2675	ROTO	145.35288632	-32.99180187
NSW	loc9b016aefbe08	2456	SANDY BEACH	153.1789687	-30.14432994
NSW	loc78781b32d1d6	2546	MURRAH	149.98383987	-36.51974598
NSW	loce82eb129a0dd	2050	CAMPERDOWN	151.18180793	-33.88843388
NSW	locfd2c5f1b4b0e	2447	THUMB CREEK	152.57534953	-30.65572481
NSW	locb997f369dda8	2430	MANNING POINT	152.67076704	-31.88945678
NSW	loc8211b0fe7983	2871	BEDGERABONG	147.69196588	-33.30883145
NSW	loc119d0e8504ca	2337	WOOLOOMA	151.21118307	-32.00426113
NSW	loca9c930fd11de	2627	JINDABYNE	148.63319515	-36.44329966
NSW	loc911fdd2ecf1f	2825	MULLENGUDGERY	147.48027475	-31.71170743
NSW	loc6fd694169c65	2533	KIAMA DOWNS	150.84656021	-34.64024722
NSW	loc65bd8f555c8a	2369	TINGHA	151.22889465	-29.97016516
NSW	loc0d26b715fec8	2261	THE ENTRANCE	151.49576294	-33.34503208
NSW	loc57ade01a1760	2444	PORT MACQUARIE	152.89309175	-31.45488903
NSW	locea6c75a042f6	2640	OURNIE	147.84809148	-35.94284548
NSW	loc2dc662b04ed4	2650	GOBBAGOMBALIN	147.31234412	-35.06651439
NSW	locdc3da5180108	2641	SPRINGDALE HEIGHTS	146.95681818	-36.02545469
NSW	loc00a28a455691	2320	OAKHAMPTON	151.55738403	-32.70270158
NSW	locdf37e50632b2	2440	SHERWOOD	152.71407389	-31.06422111
NSW	loc703aeff9e8ab	2259	RAVENSDALE	151.30663014	-33.11361194
NSW	locdb817660b36e	2800	SUMMER HILL CREEK	149.15388342	-33.20668255
NSW	locf0e5b908b962	2480	NUMULGI	153.32801364	-28.72387892
NSW	locf0616eb33aed	2484	TYALGUM CREEK	153.16188698	-28.33882254
NSW	loc46369418622b	2469	HAYSTACK	152.54246455	-28.66000679
NSW	loc5635dc9dc74e	2583	FULLERTON	149.55200567	-34.16133462
NSW	loc8c7e3f97826b	2480	MODANVILLE	153.30009599	-28.71913194
NSW	loc509dc8195387	2820	DRIPSTONE	149.02184914	-32.63880308
NSW	loc5d2f614b98b1	2627	INGEBIRAH	148.52770015	-36.63381434
NSW	locc8ac8ef1919c	2551	EDEN	149.89328201	-37.02282849
NSW	loc0755ca8340bb	2530	DOMBARTON	150.76450147	-34.45455435
NSW	loce00c5141e262	2540	NUMBAA	150.68216094	-34.87640293
NSW	loc63c0c003669b	2810	GLENELG	148.09525386	-33.7395288
NSW	loc8ca403e1c135	2539	BENDALONG	150.50006036	-35.2297938
NSW	locd5263bcf8ab8	2450	NORTH BOAMBEE VALLEY	153.07101447	-30.30945312
NSW	loc08e1038e3965	2136	STRATHFIELD SOUTH	151.0768214	-33.8952697
NSW	locb1a0cc894788	2365	TENTERDEN	151.41533441	-30.11330459
NSW	loc86161ce84e86	2096	FRESHWATER	151.28441329	-33.77612295
NSW	locef357f8c166e	2429	BULGA FOREST	152.18756561	-31.58373991
NSW	loc92bb0da2c9ba	2229	PORT HACKING	151.12529066	-34.06933992
NSW	loc7f54fb3ab7f6	2400	MOREE	149.72521507	-29.34969759
NSW	loc1a1846e2b1da	2800	MULLION CREEK	149.18345142	-33.08792746
NSW	locc231ba275212	2646	COLLENDINA	146.22226507	-35.97464153
NSW	locd413b8692f00	2422	WOKO	151.84445636	-31.81032396
NSW	locc9618e9a6979	2069	ROSEVILLE	151.18207773	-33.78318914
NSW	loce2ab9800756c	2556	BRINGELLY	150.72425676	-33.94343977
NSW	loc6f081f0d7b73	2194	CAMPSIE	151.10286346	-33.91229862
NSW	loce9622a71836a	2453	MEGAN	152.77319726	-30.30146888
NSW	loc411089f52416	2300	THE HILL	151.77616087	-32.93308537
NSW	loc3e21d1396c6e	2850	TRIAMBLE	149.28648268	-32.87311608
NSW	loc4463e824c508	2207	BARDWELL VALLEY	151.13146918	-33.93748769
NSW	loc88aa5adee8b3	2179	AUSTRAL	150.80831635	-33.92682237
NSW	loc23cd81f4eb9a	2791	ERROWANBANG	149.03865324	-33.53290992
NSW	loc0b5ca54d5145	2478	EAST BALLINA	153.58597929	-28.85623761
NSW	loc96e538abfe92	2460	KANGAROO CREEK	152.85731009	-29.97175672
NSW	loce66a1d646d97	2469	DEEP CREEK	152.68321585	-28.96932641
NSW	loc73093f38b8d8	2428	BLUEYS BEACH	152.53006343	-32.35029951
NSW	loc41d67763f095	2350	WONGWIBINDA	152.19951921	-30.26245574
NSW	loc0fc74c980176	2321	GILLIESTON HEIGHTS	151.51814974	-32.76330415
NSW	loc4efda4bf84fc	2480	BOOERIE CREEK	153.25550473	-28.77786414
NSW	loceb752e1941de	2550	DOCTOR GEORGE MOUNTAIN	149.89784385	-36.66447487
NSW	locb24c85577ed5	2478	BALLINA	153.56004191	-28.84168338
NSW	loc1c9995f0ceb1	2445	LAKE CATHIE	152.83557087	-31.54652166
NSW	loc9444917b280b	2470	SEXTONVILLE	152.78438016	-28.67417786
NSW	loc6674146e3b0c	2790	WOLGAN VALLEY	150.16429727	-33.2513354
NSW	loc12245ca982b7	2575	COLO VALE	150.45402721	-34.38252063
NSW	loc4597953a2de8	2630	MYALLA	149.10639236	-36.4475471
NSW	locd86cc621ba4c	2622	CORANG	150.12903285	-35.2105624
NSW	loc38a4b9c6d117	2537	BINGIE	150.14382338	-36.01220473
NSW	loca78ab9d4f015	2259	JILLIBY	151.36008293	-33.21690287
NSW	loca4437f42edbe	2530	WONGAWILLI	150.7519834	-34.47355953
NSW	locaf19cbe22f55	2460	UPPER FINE FLOWER	152.71787462	-29.27558881
NSW	locbaf84996bc6d	2537	DEUA	149.79604948	-35.91601979
NSW	loc962eeb01b4da	2260	WAMBERAL	151.44354418	-33.41584578
NSW	locfee0ec6d2c47	2620	ENVIRONA	149.18343039	-35.40945465
NSW	loc2e3260fa487b	2570	CAMDEN PARK	150.7194061	-34.09415618
NSW	locffb1cb0c139b	2761	HASSALL GROVE	150.83816884	-33.73112308
NSW	loc18e5cb8dfbfc	2330	RAVENSWORTH	151.05711466	-32.42971066
NSW	loc584c9d7a8e30	2642	GREG GREG	148.07083716	-36.06327965
NSW	loc7d06aabe4de2	2469	DRAKE VILLAGE	152.3783038	-28.92838507
NSW	loc9b4142f44d35	2439	HERONS CREEK	152.7185572	-31.55980101
NSW	loc8be893ca214e	2790	BLACKMANS FLAT	150.06493851	-33.33798282
NSW	loc22b4dfd848e7	2583	LOST RIVER	149.31765952	-34.43607644
NSW	loc4c373a9e2234	2365	GEORGES CREEK	151.19894723	-30.13975643
NSW	loc307e24590c35	2430	LANSDOWNE FOREST	152.57594115	-31.74716319
NSW	loce1b0fd9b8ea0	2469	MYRTLE CREEK	153.02043759	-29.14938731
NSW	loc21b6682012b3	2518	CORRIMAL	150.89239024	-34.3681241
NSW	loc207cbd27f87b	2315	FINGAL BAY	152.16319714	-32.75015084
NSW	locb2a1c5eee3c3	2480	TUCKURIMBA	153.32743108	-28.95164156
NSW	locce118666934b	2650	ESTELLA	147.35083863	-35.07547167
NSW	loc17889a745fad	2551	EDROM	149.95570088	-37.13745709
NSW	loccb79bb51dd3b	2107	CLAREVILLE	151.31047768	-33.63628963
NSW	loce186b4a91992	2839	BREWARRINA	146.88931681	-29.9966069
NSW	locdce03c346896	2463	PALMERS ISLAND	153.29434864	-29.42258136
NSW	locb840f2709e06	2454	MYLESTOM	153.0387479	-30.47378677
NSW	loce3000fd1ec0d	2586	RYE PARK	148.91501577	-34.5261049
NSW	loc4187c5a1fd82	2795	ARKSTONE	149.65746434	-34.04031418
NSW	loc2980ddd44e4f	2482	MONTECOLLUM	153.46192878	-28.59159663
NSW	loc82e520801f18	2756	FREEMANS REACH	150.79933897	-33.5625313
NSW	loc6045ce58c64d	2060	NORTH SYDNEY	151.20872576	-33.83658708
NSW	loca7d06f9e9fcc	2795	ISABELLA	149.65874417	-33.94934297
NSW	loc0aab0517e5f5	2329	CASSILIS	150.0347202	-31.96745675
NSW	locf4997159996a	2101	NARRABEEN	151.29577244	-33.71950832
NSW	locadc61aaa0781	2537	DEUA RIVER VALLEY	149.9276447	-35.79064991
NSW	loc50e1bf5618c1	2643	HOWLONG	146.6249545	-35.95585402
NSW	loc730f8cb0d761	2073	WEST PYMBLE	151.12999163	-33.76422067
NSW	locdbd6cb9f5689	2576	GLENQUARRY	150.48384151	-34.5293672
NSW	loc013b7af36a79	2838	GOODOOGA	147.41594874	-29.24840512
NSW	loc525547d01d25	2762	TALLAWONG	150.8895425	-33.6912853
NSW	loc56df3a3024b8	2632	PALARANG	149.11737246	-36.82851186
NSW	loca885bde79a0e	2441	EUNGAI CREEK	152.87799925	-30.82344455
NSW	loc0d408cac78e7	2325	FERNANCES CROSSING	151.12183223	-33.0615818
NSW	loc8faba1272285	2449	SOUTH ARM	152.73960671	-30.68870378
NSW	loc01d3e214d4c8	2795	COW FLAT	149.51451518	-33.58017435
NSW	loc02d770aa4145	2097	WHEELER HEIGHTS	151.28065939	-33.72789066
NSW	loca0f7a755c487	2347	COBBADAH	150.56886616	-30.20493606
NSW	loc0aebc358b269	2156	GLENHAVEN	150.99844323	-33.70206804
NSW	loce6e688b55388	2550	KINGSWOOD	149.82212281	-36.74213458
NSW	loc21fefe7c1646	2570	OAKDALE	150.50664209	-34.07810083
NSW	loca94bf3d70391	2105	MORNING BAY	151.28241562	-33.62485456
NSW	loc6bc00452d682	2444	LIMEBURNERS CREEK	152.89298649	-31.33259961
NSW	loc56653c70c161	2441	UPPER ROLLANDS PLAINS	152.61333362	-31.23139148
NSW	loc4f3a492eb674	2290	DUDLEY	151.72265434	-32.9920997
NSW	loc839936e710ce	2257	HARDYS BAY	151.35473921	-33.5272166
NSW	loc0dd5c4b22fb6	2171	CARNES HILL	150.84872667	-33.93770249
NSW	loc529acfb91112	2538	WOODBURN	150.39466967	-35.3895206
NSW	loc7e2438b3a2e8	2060	LAVENDER BAY	151.20747699	-33.84371498
NSW	loc444c62a10af4	2653	TARADALE	147.93713502	-35.61357744
NSW	loc2d55478a31ca	2787	EDITH	149.93469721	-33.77947951
NSW	locf085333a1831	2540	BUANGLA	150.39636824	-34.86714065
NSW	locb84abce6f04a	2732	TULLAKOOL	144.16109389	-35.3844393
NSW	locd848a59381cd	2846	ROUND SWAMP	149.96727031	-33.06607273
NSW	loc8440d3e07d69	2440	SKILLION FLAT	152.73314759	-31.01038378
NSW	loc4f58d1418181	2620	QUEANBEYAN	149.23090484	-35.35301866
NSW	loce31d096fd08a	2281	PELICAN	151.64454551	-33.07097113
NSW	locd9837a8c384d	2479	BINNA BURRA	153.49076098	-28.70926568
NSW	locf1c7fd1d572b	2264	MORISSET PARK	151.53324341	-33.12138945
NSW	loc5a35b2e52233	2658	HENTY	147.04415762	-35.52952415
NSW	loc7862c8c52209	2446	DEBENHAM	152.24796611	-31.47414242
NSW	loc0a79a958406f	2422	BULLIAC	152.01710882	-31.91927708
NSW	loc64c436df0c80	2480	WYRALLAH	153.3140056	-28.88537588
NSW	loc02634b305072	2400	MALLOWA	149.3744862	-29.64011087
NSW	loc5fd53107eed0	2162	CHESTER HILL	150.99959412	-33.87870959
NSW	locbcbfe63ae535	2330	WARKWORTH	151.02025079	-32.55863334
NSW	loc4806f8de5864	2372	BOONOO BOONOO	152.10240014	-28.9155188
NSW	loc5edfc5b7093d	2540	SUSSEX INLET	150.56184586	-35.14249929
NSW	loc34e25fae0f3c	2869	TREWILGA	148.23074748	-32.78722867
NSW	locf2c770231983	2820	APSLEY	148.95854725	-32.61327107
NSW	loce057c225ca6d	2877	CONDOBOLIN	147.00703257	-32.90195497
NSW	loc14436241de3c	2650	PULLETOP	147.38276624	-35.48133372
NSW	locbe566e80c5d7	2792	BURNT YARDS	149.02474039	-33.59028202
NSW	loc477de2999fb7	2505	PORT KEMBLA	150.89533647	-34.47052762
NSW	loc86896b86cef9	2550	BROGO	149.69395969	-36.47663039
NSW	locd8ffb3abc451	2644	WANTAGONG	147.49577452	-35.80050607
NSW	loc96106900156a	2480	MCKEES HILL	153.1934064	-28.87682651
NSW	locf175d7a0eea5	2611	BRINDABELLA	148.66466575	-35.36003778
NSW	loc1d0fa8c06cba	2824	EENAWEENA	147.60729256	-31.60171203
NSW	locc109a13acf4c	2390	BACK CREEK	150.27560056	-30.11224343
NSW	locaa0fd28bee8a	2223	OATLEY	151.07346727	-33.98386014
NSW	loc52c1e90a1766	2581	BELLMOUNT FOREST	149.25497707	-34.91197285
NSW	locffaaaea80667	2540	SANCTUARY POINT	150.62614861	-35.10323642
NSW	locb9a5c96e5658	2539	BERRINGER LAKE	150.50404867	-35.25089833
NSW	locdb1b770746e6	2648	POMONA	141.88994579	-34.0220733
NSW	loc4b65684afae1	2849	MOUNT MARSDEN	150.05035342	-32.93615354
NSW	loccff54e3caea4	2550	SOUTH WOLUMLA	149.76254694	-36.86494017
NSW	locfe0b35096aad	2539	POINTER MOUNTAIN	150.36329401	-35.22989712
NSW	loccee023f0c832	2358	URALLA	151.51247641	-30.65594853
NSW	loc8bee412a99e7	2850	MUDGEE	149.57333492	-32.61444392
NSW	loc113e78fbdf9f	2350	DUVAL	151.63733311	-30.41511619
NSW	loc94d60544b663	2370	WELLINGROVE	151.51170964	-29.5619236
NSW	locb435dbb9dd6d	2482	UPPER WILSONS CREEK	153.38259472	-28.52377843
NSW	loc5b42663d8d72	2259	LAKE MUNMORAH	151.57355886	-33.19050364
NSW	loc7bc91023dc39	2159	GALSTON	151.06686345	-33.64737467
NSW	loccf7203bb399e	2250	SPRINGFIELD	151.3726429	-33.42808509
NSW	loc112aa3bec507	2365	OBAN	151.86492567	-30.10222599
NSW	locfefc3b13688f	2264	BONNELLS BAY	151.52425472	-33.10959068
NSW	loca7eb16b785e0	2594	MILVALE	147.91555085	-34.33333328
NSW	locd1011f4e02b9	2470	DOUBTFUL CREEK	152.87771516	-28.71357525
NSW	loc11d05f7e0777	2233	ENGADINE	151.01366119	-34.05526581
NSW	loc1a04a299e2cc	2425	ALLWORTH	151.94510241	-32.54160484
NSW	loc6dd7ac261eb1	2430	MELINGA	152.49917816	-31.81295668
NSW	loc0c65374bbb00	2646	GOOMBARGANA	146.56852667	-35.74149952
NSW	loca8b41ee9f4aa	2469	GIBBERAGEE	153.09646646	-29.28075605
NSW	loc0300e2fe9873	2484	PALMVALE	153.48766192	-28.37305339
NSW	locaa9618a9f3b1	2579	TALLONG	150.16160821	-34.75900553
NSW	locd76f264e4c95	2810	GRENFELL	148.18601154	-33.92844261
NSW	loc4882a37bd571	2285	CARDIFF SOUTH	151.66365172	-32.95461404
NSW	loc645781e25d2d	2422	KIA ORA	151.97155304	-31.95837485
NSW	loc269312688265	2320	WALLALONG	151.64852687	-32.69440883
NSW	loc94b26f624f69	2333	LIDDELL	151.00311863	-32.42778016
NSW	locbfe71df2b11a	2175	HORSLEY PARK	150.84784913	-33.84017438
NSW	locd8aef06cc8a4	2340	CALALA	150.97706032	-31.1669357
NSW	locf4bc94c1a7bd	2829	COONAMBLE	148.32394011	-30.91019706
NSW	loc98f4ad84b2e9	2710	BARRATTA	144.52977295	-35.18920437
NSW	locdd1047a599de	2776	FAULCONBRIDGE	150.55016271	-33.68596257
NSW	loc2009e5e76735	2469	DUCK CREEK	152.66191167	-28.61712413
NSW	loca002203cb2a8	2424	MOUNT GEORGE	152.1998573	-31.86748289
NSW	loc225207218894	2516	BULLI	150.90358187	-34.3294307
NSW	loc4313ad97e2eb	2469	JOES BOX	152.59335033	-28.67785424
NSW	loc6df932f4a082	2449	MISSABOTTI	152.77719545	-30.56601031
NSW	locf8619a260807	2666	DIRNASEER	147.74594644	-34.60720611
NSW	locdb2d4385a849	2734	TOORANIE	143.66029238	-35.01949484
NSW	locfdf4667a3955	2500	WEST WOLLONGONG	150.86730741	-34.42396844
NSW	loc33f746e779b1	2557	GREGORY HILLS	150.77697496	-34.03033191
NSW	locc66acba8911b	2447	BAKERS CREEK	152.71456333	-30.82660392
NSW	loc1a197cabec20	2546	DALMENY	150.11485791	-36.16594717
NSW	loc352e074502b6	2790	BOWENFELS	150.10783526	-33.48069338
NSW	loc68643e131a22	2658	RYAN	146.88318619	-35.53601988
NSW	loc3034f8275da3	2660	CULCAIRN	147.0153375	-35.6744929
NSW	loc3e0743394e1c	2440	KEMPSEY	152.84820333	-31.06046448
NSW	loc24773bef18d0	2866	CUNDUMBUL	148.91376676	-32.85641243
NSW	loc6a83edf7311b	2734	MOOLPA	143.76152395	-34.92351564
NSW	loca6f8c6e3eda8	2790	SOUTH BOWENFELS	150.10866416	-33.51932055
NSW	locd8445e86e72b	2722	BURRA CREEK	148.00502211	-34.89718939
NSW	locb35fb02c3eb5	2460	ALUMY CREEK	152.95636446	-29.64411293
NSW	loca05149647fb1	2669	WEETHALLE	146.5852557	-33.8586401
NSW	loc9f4f5759af88	2350	ABERFOYLE	151.97839964	-30.23616171
NSW	loc3219bb104f64	2145	WESTMEAD	150.98625217	-33.80866087
NSW	loc2bef51870c10	2840	FORDS BRIDGE	145.29504955	-29.70231575
NSW	locd490b4d0cfdf	2074	TURRAMURRA	151.12910105	-33.73296069
NSW	loc515857955a69	2337	GLENROCK	151.40995414	-31.65885366
NSW	loce7edc06195a3	2646	DAYSDALE	146.33872536	-35.62120301
NSW	loccf2679679f49	2077	HORNSBY HEIGHTS	151.10086295	-33.65710133
NSW	loc5712470bd77e	2395	BINNAWAY	149.43879853	-31.55308762
NSW	loc370b19a53dbc	2585	GALONG	148.56131238	-34.59560946
NSW	loc0c9542430b96	2700	NARRANDERA	146.59492726	-34.67737851
NSW	loca63ccb5a755f	2590	COOTAMUNDRA	148.02275615	-34.65197373
NSW	locb9e874685a52	2711	CORRONG	144.45953366	-34.03038757
NSW	loc704ebd0986bf	2101	NORTH NARRABEEN	151.29041523	-33.7034811
NSW	loc4216e9416a01	2328	MARTINDALE	150.64667033	-32.5960653
NSW	loc91ad2d4b4161	2546	NAROOMA	150.05067477	-36.23754294
NSW	loc78308fff4734	2484	CLOTHIERS CREEK	153.49632264	-28.33172516
NSW	locb137eff20a86	2402	COOLATAI	150.73530076	-29.24667025
NSW	loc1e97be9a7b85	2714	TOCUMWAL	145.50775778	-35.78036908
NSW	locad0934b16a42	2430	LANSDOWNE	152.51474103	-31.76133941
NSW	loc932d6e7b3935	2460	GLENUGIE	153.038986	-29.80132123
NSW	locae687dac475e	2650	OURA	147.59871283	-35.08232641
NSW	loc0c1767134a6d	2137	CONCORD	151.10421562	-33.85693817
NSW	loc36dda0fa8a5e	2469	MOUNT MARSH	152.86365996	-29.26827016
NSW	loc4ab79831e8af	2876	GUNNINGBLAND	147.91087009	-33.12617677
NSW	locd32d5c568e9b	2316	ONE MILE	152.11614653	-32.76410863
NSW	loc4b4c1ba7843b	2666	GROGAN	147.73273049	-34.31926063
NSW	locb3e315e86b39	2130	SUMMER HILL	151.13709725	-33.89268242
NSW	loc9834db1d5f80	2710	WILLURAH	145.10768877	-34.96959599
NSW	loc94682508ae6d	2469	TABULAM	152.51432401	-28.86018958
NSW	loc2c3c480b9867	2480	BLUE KNOB	153.19390287	-28.55014333
NSW	loc3cd79943edfc	2343	COOMOO COOMOO	150.10909121	-31.56917269
NSW	loc9ad49024dbe2	2155	NORTH KELLYVILLE	150.94841592	-33.68275139
NSW	loc7a7ccc83b7b6	2347	UPPER HORTON	150.35874031	-30.1814668
NSW	loc79a978ccda1f	2549	NETHERCOTE	149.80110149	-37.0250768
NSW	loc4cbff6096dc5	2431	SOUTH WEST ROCKS	153.03642831	-30.89608728
NSW	loc4e64c9f7a727	2630	JERANGLE	149.36614256	-35.89690541
NSW	loc45e7410d2454	2316	BOAT HARBOUR	152.11042648	-32.78447019
NSW	locbdef9b4e332b	2482	HUONBROOK	153.36288781	-28.53745816
NSW	loce98ba666f59d	2850	ULLAMALLA	149.31207541	-32.9930671
NSW	loca075bc5d0661	2453	MARENGO	152.41643041	-30.1401306
NSW	loc987184f67c27	3707	BRINGENBRONG	148.04927861	-36.1341024
NSW	loc1d45a8c5bc6b	2541	NOWRA	150.60572951	-34.88199302
NSW	loc107055d668bf	2745	GLENMORE PARK	150.68001103	-33.7915911
NSW	locca5af8097557	2570	NATTAI	150.44786903	-34.0604048
NSW	loceb70f74458c0	2316	FISHERMANS BAY	152.09528852	-32.78518008
NSW	loc06b99b8102fb	2527	YELLOW ROCK	150.73771391	-34.60240541
NSW	loc25ae5ac0be7f	2580	MIDDLE ARM	149.73336844	-34.59759543
NSW	locf3246dfdd0e7	2798	TALLWOOD	149.12083924	-33.50366251
NSW	loc0032e73d0c78	2365	GUYRA	151.62697359	-30.22142563
NSW	loc1a4ceb092b6b	2397	MILLIE	149.49385523	-29.74829659
NSW	locf940f1e8021d	2358	YARROWYCK	151.35612334	-30.45172402
NSW	locd2129726dfd3	2747	CADDENS	150.73347239	-33.77297002
NSW	locca70b39245a0	2824	MOUNT FOSTER	147.56763166	-31.19080038
NSW	loca5101d9210b2	3691	LAKE HUME VILLAGE	147.03446881	-36.09355989
NSW	loc56103e8d6c5f	2570	KIRKHAM	150.71123636	-34.03700058
NSW	loc730bf1b30796	2157	CANOELANDS	151.08608998	-33.49888614
NSW	loc51aef3056738	2474	WIANGAREE	152.97834845	-28.5114465
NSW	locfdbd602dd681	2650	NORTH WAGGA WAGGA	147.38812482	-35.09558219
NSW	locc15a541d0517	2440	MOPARRABAH	152.45171766	-31.04483838
NSW	loc177cedb7d697	2795	NAPOLEON REEF	149.75022205	-33.38868766
NSW	loc80e2616e9fa8	2640	ALBURY	146.91354766	-36.07371633
NSW	loc55298aaac40e	2624	WILSONS VALLEY	148.50301782	-36.35939564
NSW	loc7315de3f2e4f	2350	ARMIDALE	151.66620545	-30.50154938
NSW	loc92c5d8aa0378	2622	NERINGLA	149.7746292	-35.72655107
NSW	locaad476ac3b66	2074	SOUTH TURRAMURRA	151.10830832	-33.75236103
NSW	locf0e12e8c57f1	2710	WARRAGOON	145.13731084	-35.60489478
NSW	loce3f2e8fc6036	2518	BELLAMBI	150.91729305	-34.36842024
NSW	locf54ec53c3936	2579	BIG HILL	150.00397119	-34.53224206
NSW	loc93c199b1c8dd	2652	LADYSMITH	147.54945259	-35.21571559
NSW	loc88ebef036e4d	2148	PROSPECT	150.90017864	-33.81288399
NSW	loc83c1caefaf3c	2484	PUMPENBIL	153.14936677	-28.37801134
NSW	loc59df57aeed5d	2747	JORDAN SPRINGS	150.74257457	-33.72748992
NSW	loc5e73cfbdbe0b	2172	VOYAGER POINT	150.97424497	-33.95884105
NSW	loc8d8655e63758	2640	TALMALMO	147.43867288	-35.93996386
NSW	loc10b26706b563	2354	NIANGALA	151.45344904	-31.44328209
NSW	loc747245759543	2340	SOUTH TAMWORTH	150.921779	-31.11112216
NSW	locd6857dc15604	2379	NOMBI	149.74636203	-31.18742661
NSW	loc500bfc4d39c7	2642	JAGUMBA	148.23596468	-36.04249902
NSW	locdb7972592937	2821	BURROWAY	148.32620929	-32.05867225
NSW	locbd6156b1dbd1	2671	BURCHER	147.23676161	-33.48953124
NSW	loc30dcfc2b54cd	2471	EAST CORAKI	153.31277265	-29.00865515
NSW	locb5729c13b591	2390	COURADDA	149.98030694	-30.0394578
NSW	loce74abedc8152	2574	BARGO	150.58705514	-34.28403567
NSW	loc59269f818774	2450	COFFS HARBOUR	153.10939793	-30.29859958
NSW	loc6965dd52777a	2365	BACKWATER	151.91725208	-30.04714357
NSW	loc4d54930fa6d3	2705	LEETON	146.38886988	-34.49829536
NSW	locc36df6b80559	2474	GENEVA	152.97752815	-28.6194625
NSW	locc098fb435c54	2420	ALISON	151.77252573	-32.42854202
NSW	loc287a04097d46	2630	WAMBROOK	148.97714986	-36.18088781
NSW	loce4d061e40ced	2340	EAST TAMWORTH	150.95393375	-31.09670423
NSW	loc65f7c281ed3a	2325	MURRAYS RUN	151.16055997	-33.08627879
NSW	loc6133a2305a8f	2108	PALM BEACH	151.32499926	-33.59633763
NSW	loc2f8890c9d0db	2474	GREEN PIGEON	153.07141921	-28.48695371
NSW	loc1db4b1c1cdcc	2330	LEMINGTON	150.9564001	-32.48233451
NSW	loccca34164c5a1	2480	BENTLEY	153.09701469	-28.74189654
NSW	loc75a7e33d7b7e	2259	WARNERVALE	151.43019092	-33.2490869
NSW	loc850bfd109307	2264	WINDERMERE PARK	151.53130057	-33.11551073
NSW	locf8d4295d1273	2261	CHITTAWAY BAY	151.43954312	-33.32650443
NSW	locc24ff72d1114	2720	GILMORE	148.18134578	-35.40745256
NSW	loc4e5e5fcf5681	2538	BROOMAN	150.26391579	-35.49003067
NSW	loc18da9992eb24	2290	REDHEAD	151.7108742	-33.00884078
NSW	loc37d5bdb5d9d8	2525	FIGTREE	150.84875272	-34.43077195
NSW	loc581d5d75cd4f	2150	PARRAMATTA	151.00688376	-33.81395187
NSW	locdff723bc6d0d	2580	WOODHOUSELEE	149.6391146	-34.57052326
NSW	locd865b065c5b9	2546	BERMAGUI	150.03953782	-36.43165371
NSW	locfb080c105e87	2570	GRASMERE	150.67059656	-34.0577841
NSW	loc375c4ac6c154	2550	COOLAGOLITE	149.9725977	-36.43363384
NSW	loc91dca446d2f9	2390	ROCKY CREEK	150.21162042	-30.03282541
NSW	loc06c884e00c40	2567	HARRINGTON PARK	150.73492532	-34.02398603
NSW	loce3d8db3dfadd	2463	GULMARRAD	153.2247243	-29.50053932
NSW	loc86f811538f3a	2577	WILDES MEADOW	150.52258112	-34.62667857
NSW	loc0b7dca6643dd	2535	BERRY	150.72679121	-34.79256687
NSW	loc9ea046456f4f	2329	MERRIWA	150.2960724	-32.10625398
NSW	loc0f69309a3b17	2756	WILBERFORCE	150.84594884	-33.54506821
NSW	loc32772971c817	2440	HAT HEAD	153.02859961	-31.05796626
NSW	loc27118bb6598b	2382	MAULES CREEK	150.22999747	-30.48500223
NSW	locd5bba6763208	2350	BOOROLONG	151.45903595	-30.34424557
NSW	loc64a93136fa92	2620	TRALEE	149.16242941	-35.42668696
NSW	locc9a7ff0e7855	2251	BOUDDI	151.40254179	-33.51674485
NSW	locd0a1c91a93a8	2347	THIRLDENE	150.90725939	-30.33219902
NSW	locebf2e3d26708	2629	CABRAMURRA	148.43965433	-35.94916973
NSW	loce716e7758941	2529	DUNMORE	150.8222042	-34.61981754
NSW	locad4f15ebb2bb	2761	OAKHURST	150.83832395	-33.73879388
NSW	loc478123647e9f	2232	SUTHERLAND	151.05675295	-34.03129133
NSW	loc2bf991dac74e	2304	MAYFIELD NORTH	151.7504424	-32.88963015
NSW	loc8fb4f5d64c10	2648	ANABRANCH SOUTH	141.69025869	-33.71577384
NSW	loc13d96e2bb4d4	2460	MOUNTAIN VIEW	152.93435337	-29.58657285
NSW	locb49b9844929b	2873	ALBERT	147.47703381	-32.3847864
NSW	loc6cdd02059437	2550	TATHRA	149.96722315	-36.73963852
NSW	loc1b56860e7e65	2795	KILLONGBUTTA	149.42550142	-33.18715224
NSW	locebdec8b18ec1	2171	HOXTON PARK	150.85714367	-33.92949897
NSW	loc5d47b0cde7b0	2469	LOUISA CREEK	152.61899024	-29.01581762
